Tanggal Penjualan,ID Produk,Nama Produk,Kategori,Jumlah Terjual,Harga Satuan,Total Penjualan,HPP Satuan,Total HPP,Profit,Margin (%),Period Status
2023-05-14,116,Kabel Data USB A to C,Aksesori Umum,1,15000,15000,11000,11000,4000,26.67,Normal
2023-05-14,37,Sepatu Sneakers Pria,Footwear,1,110000,110000,81000,81000,29000,26.36,Normal
2023-05-14,110,Dompet Mini Wanita,Aksesori Umum,1,25000,25000,18000,18000,7000,28.0,Normal
2023-05-14,54,Gantungan Kunci Logam,Aksesori Umum,6,3000,18000,2000,12000,6000,33.33,Normal
2023-05-14,34,Rok Wanita Denim,Clothing & Fashion,1,75000,75000,53000,53000,22000,29.33,Normal
2023-05-15,45,Speaker Bluetooth Mini,Elektronik,1,50000,50000,39000,39000,11000,22.0,Normal
2023-05-15,23,Tas Belanja Lipat,Aksesori Umum,5,10000,50000,7000,35000,15000,30.0,Normal
2023-05-15,108,Gantungan Baju Dinding,Hanger & Penyimpanan,4,15000,60000,11000,44000,16000,26.67,Normal
2023-05-15,113,Tas Selempang Simple,Aksesori Umum,1,45000,45000,35000,35000,10000,22.22,Normal
2023-05-15,110,Dompet Mini Wanita,Aksesori Umum,2,25000,50000,18000,36000,14000,28.0,Normal
2023-05-15,15,Meja Lipat Mini,Furniture Ringan,1,85000,85000,65000,65000,20000,23.53,Normal
2023-05-15,44,Keyboard Mechanical,Elektronik,1,150000,150000,108000,108000,42000,28.0,Normal
2023-05-15,87,Pensil Alis,Kecantikan & Perawatan,6,10000,60000,7000,42000,18000,30.0,Normal
2023-05-15,106,Tempat HP Rotan,Home & Living,2,25000,50000,18000,36000,14000,28.0,Normal
2023-05-16,53,Sarung Bantal 2 pcs,Home & Living,2,25000,50000,17000,34000,16000,32.0,Normal
2023-05-16,51,Bola Lampu LED 10W,Elektronik,3,20000,60000,14000,42000,18000,30.0,Normal
2023-05-16,29,Sabun Cuci Piring Cair,Sembako,4,12000,48000,8000,32000,16000,33.33,Normal
2023-05-16,98,Kipas Angin DC,Elektronik,1,40000,40000,29000,29000,11000,27.5,Normal
2023-05-16,67,Stiker Dekorasi Tembok,Perlengkapan Rumah,4,12000,48000,9000,36000,12000,25.0,Normal
2023-05-16,28,Sikat Lantai Otomatis,Alat Rumah Tangga,1,40000,40000,31000,31000,9000,22.5,Normal
2023-05-16,39,Tenda Lipat 2 Orang,Outdoor & Travel,1,160000,160000,126000,126000,34000,21.25,Normal
2023-05-17,74,Sarung Baju Jas,Hanger & Penyimpanan,4,12000,48000,9000,36000,12000,25.0,Normal
2023-05-17,34,Rok Wanita Denim,Clothing & Fashion,1,75000,75000,57000,57000,18000,24.0,Normal
2023-05-17,114,Kantong HP Anti Air,Aksesori Umum,2,20000,40000,14000,28000,12000,30.0,Normal
2023-05-17,44,Keyboard Mechanical,Elektronik,1,150000,150000,108000,108000,42000,28.0,Normal
2023-05-17,58,Dispenser Galon Atas,Alat Rumah Tangga,1,120000,120000,94000,94000,26000,21.67,Normal
2023-05-17,91,Thermometer Digital,Kesehatan,1,50000,50000,38000,38000,12000,24.0,Normal
2023-05-17,95,Bandana Couple,Clothing & Fashion,4,15000,60000,11000,44000,16000,26.67,Normal
2023-05-17,115,USB Flashdisk 32GB,Aksesori Umum,1,50000,50000,35000,35000,15000,30.0,Normal
2023-05-17,23,Tas Belanja Lipat,Aksesori Umum,4,10000,40000,7000,28000,12000,30.0,Normal
2023-05-18,53,Sarung Bantal 2 pcs,Home & Living,2,25000,50000,19000,38000,12000,24.0,Normal
2023-05-18,27,Penampung Sampah Rumah,Perlengkapan Rumah,2,22000,44000,16000,32000,12000,27.27,Normal
2023-05-18,82,Kondisioner Rambut,Kecantikan & Perawatan,2,25000,50000,19000,38000,12000,24.0,Normal
2023-05-18,7,Setrika Mini,Alat Rumah Tangga,1,50000,50000,38000,38000,12000,24.0,Normal
2023-05-18,24,Payung Lipat Transparan,Aksesori Umum,2,25000,50000,18000,36000,14000,28.0,Normal
2023-05-18,27,Penampung Sampah Rumah,Perlengkapan Rumah,1,22000,22000,17000,17000,5000,22.73,Normal
2023-05-18,114,Kantong HP Anti Air,Aksesori Umum,3,20000,60000,14000,42000,18000,30.0,Normal
2023-05-18,50,Router WiFi Portabel,Elektronik,1,160000,160000,116000,116000,44000,27.5,Normal
2023-05-19,49,Flashdisk 64GB,Elektronik,1,120000,120000,86000,86000,34000,28.33,Normal
2023-05-19,15,Meja Lipat Mini,Furniture Ringan,1,85000,85000,63000,63000,22000,25.88,Normal
2023-05-19,85,Lotion Tubuh,Kecantikan & Perawatan,1,30000,30000,22000,22000,8000,26.67,Normal
2023-05-19,82,Kondisioner Rambut,Kecantikan & Perawatan,1,25000,25000,18000,18000,7000,28.0,Normal
2023-05-19,27,Penampung Sampah Rumah,Perlengkapan Rumah,2,22000,44000,17000,34000,10000,22.73,Normal
2023-05-19,4,Speaker Mini Bluetooth,Elektronik,1,60000,60000,44000,44000,16000,26.67,Normal
2023-05-19,52,Charger Wireless,Elektronik,1,55000,55000,41000,41000,14000,25.45,Normal
2023-05-20,65,Matras Yoga,Edukasi & Hobi,1,45000,45000,32000,32000,13000,28.89,Normal
2023-05-20,101,Gantungan Tas Dinding,Hanger & Penyimpanan,1,15000,15000,10000,10000,5000,33.33,Normal
2023-05-20,111,Casing HP Softcase,Aksesori Umum,1,15000,15000,11000,11000,4000,26.67,Normal
2023-05-20,95,Bandana Couple,Clothing & Fashion,2,15000,30000,10000,20000,10000,33.33,Normal
2023-05-20,64,Kasur Busa Tipis,Alat Rumah Tangga,1,110000,110000,82000,82000,28000,25.45,Normal
2023-05-20,43,Mouse Wireless,Elektronik,1,30000,30000,21000,21000,9000,30.0,Normal
2023-05-20,6,Rice Cooker Mini,Alat Rumah Tangga,1,90000,90000,71000,71000,19000,21.11,Normal
2023-05-20,99,Speaker Mini Bluetooth,Elektronik,1,50000,50000,36000,36000,14000,28.0,Normal
2023-05-21,114,Kantong HP Anti Air,Aksesori Umum,1,20000,20000,15000,15000,5000,25.0,Normal
2023-05-21,50,Router WiFi Portabel,Elektronik,1,160000,160000,122000,122000,38000,23.75,Normal
2023-05-21,57,Kipas Angin Meja,Elektronik,1,60000,60000,42000,42000,18000,30.0,Normal
2023-05-21,60,Tempat Bumbu Dapur,Alat Rumah Tangga,1,18000,18000,14000,14000,4000,22.22,Normal
2023-05-21,89,Hand Sanitizer 60ml,Kesehatan,2,10000,20000,7000,14000,6000,30.0,Normal
2023-05-21,1,Lampu LED 5W,Elektronik,1,15000,15000,10000,10000,5000,33.33,Normal
2023-05-22,7,Setrika Mini,Alat Rumah Tangga,1,50000,50000,39000,39000,11000,22.0,Normal
2023-05-22,69,Mini Fan USB,Elektronik,3,25000,75000,18000,54000,21000,28.0,Normal
2023-05-22,79,Pewangi Ruangan,Kecantikan & Perawatan,3,15000,45000,10000,30000,15000,33.33,Normal
2023-05-22,62,Gelas Minum Plastik,Perlengkapan Rumah,8,8000,64000,5000,40000,24000,37.5,Normal
2023-05-22,110,Dompet Mini Wanita,Aksesori Umum,2,25000,50000,19000,38000,12000,24.0,Normal
2023-05-22,96,Sepatu Sandal Jepit,Footwear,2,25000,50000,19000,38000,12000,24.0,Normal
2023-05-22,2,Power Bank 2000mAh,Elektronik,1,35000,35000,27000,27000,8000,22.86,Normal
2023-05-23,81,Shampoo Botol,Kecantikan & Perawatan,2,25000,50000,17000,34000,16000,32.0,Normal
2023-05-23,83,Krim Wajah Siang,Kecantikan & Perawatan,1,45000,45000,34000,34000,11000,24.44,Normal
2023-05-23,81,Shampoo Botol,Kecantikan & Perawatan,2,25000,50000,18000,36000,14000,28.0,Normal
2023-05-23,40,Kantong Sleeping Bag,Outdoor & Travel,1,75000,75000,59000,59000,16000,21.33,Normal
2023-05-23,117,Power Extension 6 Outlet,Aksesori Umum,1,65000,65000,47000,47000,18000,27.69,Normal
2023-05-24,46,Earphone In-Ear,Elektronik,2,25000,50000,19000,38000,12000,24.0,Normal
2023-05-24,54,Gantungan Kunci Logam,Aksesori Umum,16,3000,48000,2000,32000,16000,33.33,Normal
2023-05-24,100,Senter LED Waterproof,Elektronik,1,30000,30000,23000,23000,7000,23.33,Normal
2023-05-24,14,Jam Dinding Digital,Elektronik,1,30000,30000,23000,23000,7000,23.33,Normal
2023-05-24,54,Gantungan Kunci Logam,Aksesori Umum,20,3000,60000,2000,40000,20000,33.33,Normal
2023-05-24,101,Gantungan Tas Dinding,Hanger & Penyimpanan,4,15000,60000,11000,44000,16000,26.67,Normal
2023-05-24,106,Tempat HP Rotan,Home & Living,2,25000,50000,18000,36000,14000,28.0,Normal
2023-05-24,81,Shampoo Botol,Kecantikan & Perawatan,2,25000,50000,19000,38000,12000,24.0,Normal
2023-05-25,35,Topi Baseball,Clothing & Fashion,3,15000,45000,11000,33000,12000,26.67,Normal
2023-05-25,116,Kabel Data USB A to C,Aksesori Umum,2,15000,30000,11000,22000,8000,26.67,Normal
2023-05-25,2,Power Bank 2000mAh,Elektronik,1,35000,35000,25000,25000,10000,28.57,Normal
2023-05-25,36,Kacamata Hitam Fashion,Clothing & Fashion,1,40000,40000,30000,30000,10000,25.0,Normal
2023-05-25,117,Power Extension 6 Outlet,Aksesori Umum,1,65000,65000,50000,50000,15000,23.08,Normal
2023-05-25,58,Dispenser Galon Atas,Alat Rumah Tangga,1,120000,120000,94000,94000,26000,21.67,Normal
2023-05-25,73,Remote Universal,Elektronik,3,15000,45000,10000,30000,15000,33.33,Normal
2023-05-25,77,Baterai AA isi 4pcs,Sembako,2,25000,50000,17000,34000,16000,32.0,Normal
2023-05-25,76,Kotak Penyimpanan Plastik,Hanger & Penyimpanan,2,30000,60000,22000,44000,16000,26.67,Normal
2023-05-26,4,Speaker Mini Bluetooth,Elektronik,1,60000,60000,45000,45000,15000,25.0,Normal
2023-05-26,9,Kipas Angin USB,Elektronik,2,25000,50000,18000,36000,14000,28.0,Normal
2023-05-26,50,Router WiFi Portabel,Elektronik,1,160000,160000,124000,124000,36000,22.5,Normal
2023-05-26,11,Wajan Penggorengan,Alat Rumah Tangga,1,40000,40000,29000,29000,11000,27.5,Normal
2023-05-26,91,Thermometer Digital,Kesehatan,1,50000,50000,39000,39000,11000,22.0,Normal
2023-05-26,23,Tas Belanja Lipat,Aksesori Umum,6,10000,60000,7000,42000,18000,30.0,Normal
2023-05-26,90,Masker Medis 50pcs,Kesehatan,2,25000,50000,18000,36000,14000,28.0,Normal
2023-05-27,27,Penampung Sampah Rumah,Perlengkapan Rumah,1,22000,22000,15000,15000,7000,31.82,Normal
2023-05-27,39,Tenda Lipat 2 Orang,Outdoor & Travel,1,160000,160000,127000,127000,33000,20.62,Normal
2023-05-27,14,Jam Dinding Digital,Elektronik,1,30000,30000,21000,21000,9000,30.0,Normal
2023-05-27,101,Gantungan Tas Dinding,Hanger & Penyimpanan,1,15000,15000,11000,11000,4000,26.67,Normal
2023-05-28,71,Kipas Angin Kecil,Elektronik,1,20000,20000,15000,15000,5000,25.0,Normal
2023-05-28,88,Lip Balm,Kecantikan & Perawatan,2,12000,24000,8000,16000,8000,33.33,Normal
2023-05-28,33,Kemeja Katun Slim Fit,Clothing & Fashion,1,65000,65000,45000,45000,20000,30.77,Normal
2023-05-28,31,Baju Kaus Polos,Clothing & Fashion,1,35000,35000,25000,25000,10000,28.57,Normal
2023-05-28,91,Thermometer Digital,Kesehatan,1,50000,50000,39000,39000,11000,22.0,Normal
2023-05-28,6,Rice Cooker Mini,Alat Rumah Tangga,1,90000,90000,67000,67000,23000,25.56,Normal
2023-05-28,31,Baju Kaus Polos,Clothing & Fashion,1,35000,35000,25000,25000,10000,28.57,Normal
2023-05-28,65,Matras Yoga,Edukasi & Hobi,1,45000,45000,35000,35000,10000,22.22,Normal
2023-05-28,10,Panci Teflon 20cm,Alat Rumah Tangga,1,65000,65000,48000,48000,17000,26.15,Normal
2023-05-29,59,Panci Stainless 24cm,Alat Rumah Tangga,1,85000,85000,67000,67000,18000,21.18,Normal
2023-05-29,70,Lampu Emergency,Elektronik,1,35000,35000,26000,26000,9000,25.71,Normal
2023-05-29,68,Vas Bunga Plastik,Perlengkapan Rumah,3,15000,45000,11000,33000,12000,26.67,Normal
2023-05-29,105,Tempat Tisu Meja,Home & Living,3,12000,36000,9000,27000,9000,25.0,Normal
2023-05-29,42,Kabel Data USB Type-C,Elektronik,5,12000,60000,8000,40000,20000,33.33,Normal
2023-05-29,6,Rice Cooker Mini,Alat Rumah Tangga,1,90000,90000,66000,66000,24000,26.67,Normal
2023-05-29,97,Kasur Karpet Lipat,Home & Living,1,90000,90000,68000,68000,22000,24.44,Normal
2023-05-29,62,Gelas Minum Plastik,Perlengkapan Rumah,5,8000,40000,5000,25000,15000,37.5,Normal
2023-05-30,30,Lap Microfiber,Perlengkapan Rumah,3,15000,45000,11000,33000,12000,26.67,Normal
2023-05-30,99,Speaker Mini Bluetooth,Elektronik,1,50000,50000,38000,38000,12000,24.0,Normal
2023-05-30,80,Sabun Mandi Cair,Kecantikan & Perawatan,2,18000,36000,14000,28000,8000,22.22,Normal
2023-05-30,68,Vas Bunga Plastik,Perlengkapan Rumah,4,15000,60000,10000,40000,20000,33.33,Normal
2023-05-30,40,Kantong Sleeping Bag,Outdoor & Travel,1,75000,75000,56000,56000,19000,25.33,Normal
2023-05-30,76,Kotak Penyimpanan Plastik,Hanger & Penyimpanan,2,30000,60000,22000,44000,16000,26.67,Normal
2023-05-30,54,Gantungan Kunci Logam,Aksesori Umum,21,3000,63000,2000,42000,21000,33.33,Normal
2023-05-30,53,Sarung Bantal 2 pcs,Home & Living,2,25000,50000,19000,38000,12000,24.0,Normal
2023-05-31,56,Kotak Perhiasan Kayu,Perlengkapan Rumah,1,35000,35000,27000,27000,8000,22.86,Normal
2023-05-31,28,Sikat Lantai Otomatis,Alat Rumah Tangga,1,40000,40000,29000,29000,11000,27.5,Normal
2023-05-31,99,Speaker Mini Bluetooth,Elektronik,1,50000,50000,38000,38000,12000,24.0,Normal
2023-05-31,108,Gantungan Baju Dinding,Hanger & Penyimpanan,3,15000,45000,10000,30000,15000,33.33,Normal
2023-06-01,9,Kipas Angin USB,Elektronik,2,25000,50000,19000,38000,12000,24.0,Normal
2023-06-01,119,Box Makanan 600ml,Perlengkapan Rumah,4,10000,40000,7000,28000,12000,30.0,Normal
2023-06-01,66,Buku Tulis 100 Lembar,Edukasi & Hobi,6,10000,60000,7000,42000,18000,30.0,Normal
2023-06-01,89,Hand Sanitizer 60ml,Kesehatan,4,10000,40000,7000,28000,12000,30.0,Normal
2023-06-01,90,Masker Medis 50pcs,Kesehatan,2,25000,50000,18000,36000,14000,28.0,Normal
2023-06-01,114,Kantong HP Anti Air,Aksesori Umum,2,20000,40000,15000,30000,10000,25.0,Normal
2023-06-01,18,Dispenser Air Manual,Alat Rumah Tangga,1,150000,150000,108000,108000,42000,28.0,Normal
2023-06-02,107,Hiasan Dinding Minimalis,Home & Living,1,30000,30000,23000,23000,7000,23.33,Normal
2023-06-02,46,Earphone In-Ear,Elektronik,2,25000,50000,17000,34000,16000,32.0,Normal
2023-06-02,66,Buku Tulis 100 Lembar,Edukasi & Hobi,6,10000,60000,7000,42000,18000,30.0,Normal
2023-06-02,28,Sikat Lantai Otomatis,Alat Rumah Tangga,1,40000,40000,30000,30000,10000,25.0,Normal
2023-06-02,71,Kipas Angin Kecil,Elektronik,3,20000,60000,15000,45000,15000,25.0,Normal
2023-06-02,18,Dispenser Air Manual,Alat Rumah Tangga,1,150000,150000,119000,119000,31000,20.67,Normal
2023-06-02,106,Tempat HP Rotan,Home & Living,2,25000,50000,17000,34000,16000,32.0,Normal
2023-06-02,80,Sabun Mandi Cair,Kecantikan & Perawatan,3,18000,54000,12000,36000,18000,33.33,Normal
2023-06-02,47,Smartwatch Basic,Elektronik,1,120000,120000,89000,89000,31000,25.83,Normal
2023-06-03,68,Vas Bunga Plastik,Perlengkapan Rumah,1,15000,15000,11000,11000,4000,26.67,Normal
2023-06-03,55,Payung Golf Besar,Aksesori Umum,1,30000,30000,21000,21000,9000,30.0,Normal
2023-06-03,31,Baju Kaus Polos,Clothing & Fashion,1,35000,35000,26000,26000,9000,25.71,Normal
2023-06-04,50,Router WiFi Portabel,Elektronik,1,160000,160000,127000,127000,33000,20.62,Normal
2023-06-04,117,Power Extension 6 Outlet,Aksesori Umum,1,65000,65000,50000,50000,15000,23.08,Normal
2023-06-04,63,Benih Cabe Djitu,Perlengkapan Rumah,1,130000,130000,93000,93000,37000,28.46,Normal
2023-06-04,67,Stiker Dekorasi Tembok,Perlengkapan Rumah,2,12000,24000,9000,18000,6000,25.0,Normal
2023-06-04,14,Jam Dinding Digital,Elektronik,1,30000,30000,21000,21000,9000,30.0,Normal
2023-06-04,91,Thermometer Digital,Kesehatan,1,50000,50000,38000,38000,12000,24.0,Normal
2023-06-05,100,Senter LED Waterproof,Elektronik,1,30000,30000,21000,21000,9000,30.0,Normal
2023-06-05,100,Senter LED Waterproof,Elektronik,1,30000,30000,21000,21000,9000,30.0,Normal
2023-06-05,38,Kasur Lipat Camping,Outdoor & Travel,1,140000,140000,109000,109000,31000,22.14,Normal
2023-06-05,38,Kasur Lipat Camping,Outdoor & Travel,1,140000,140000,110000,110000,30000,21.43,Normal
2023-06-05,12,Gantungan Baju Plastik,Perlengkapan Rumah,18,2500,45000,1000,18000,27000,60.0,Normal
2023-06-05,43,Mouse Wireless,Elektronik,1,30000,30000,23000,23000,7000,23.33,Normal
2023-06-05,106,Tempat HP Rotan,Home & Living,2,25000,50000,17000,34000,16000,32.0,Normal
2023-06-05,24,Payung Lipat Transparan,Aksesori Umum,2,25000,50000,19000,38000,12000,24.0,Normal
2023-06-06,18,Dispenser Air Manual,Alat Rumah Tangga,1,150000,150000,118000,118000,32000,21.33,Normal
2023-06-06,75,Hanger Plastik 10pcs,Hanger & Penyimpanan,2,20000,40000,15000,30000,10000,25.0,Normal
2023-06-06,23,Tas Belanja Lipat,Aksesori Umum,4,10000,40000,7000,28000,12000,30.0,Normal
2023-06-06,77,Baterai AA isi 4pcs,Sembako,1,25000,25000,18000,18000,7000,28.0,Normal
2023-06-06,79,Pewangi Ruangan,Kecantikan & Perawatan,4,15000,60000,10000,40000,20000,33.33,Normal
2023-06-06,28,Sikat Lantai Otomatis,Alat Rumah Tangga,1,40000,40000,31000,31000,9000,22.5,Normal
2023-06-07,13,Tempat Makan Plastik,Perlengkapan Rumah,4,10000,40000,7000,28000,12000,30.0,Normal
2023-06-07,83,Krim Wajah Siang,Kecantikan & Perawatan,1,45000,45000,34000,34000,11000,24.44,Normal
2023-06-07,2,Power Bank 2000mAh,Elektronik,1,35000,35000,27000,27000,8000,22.86,Normal
2023-06-07,77,Baterai AA isi 4pcs,Sembako,2,25000,50000,18000,36000,14000,28.0,Normal
2023-06-08,59,Panci Stainless 24cm,Alat Rumah Tangga,1,85000,85000,64000,64000,21000,24.71,Normal
2023-06-08,64,Kasur Busa Tipis,Alat Rumah Tangga,1,110000,110000,86000,86000,24000,21.82,Normal
2023-06-08,55,Payung Golf Besar,Aksesori Umum,1,30000,30000,21000,21000,9000,30.0,Normal
2023-06-08,97,Kasur Karpet Lipat,Home & Living,1,90000,90000,71000,71000,19000,21.11,Normal
2023-06-09,83,Krim Wajah Siang,Kecantikan & Perawatan,1,45000,45000,34000,34000,11000,24.44,Normal
2023-06-09,51,Bola Lampu LED 10W,Elektronik,3,20000,60000,14000,42000,18000,30.0,Normal
2023-06-09,44,Keyboard Mechanical,Elektronik,1,150000,150000,119000,119000,31000,20.67,Normal
2023-06-10,24,Payung Lipat Transparan,Aksesori Umum,1,25000,25000,18000,18000,7000,28.0,Normal
2023-06-10,115,USB Flashdisk 32GB,Aksesori Umum,1,50000,50000,38000,38000,12000,24.0,Normal
2023-06-10,113,Tas Selempang Simple,Aksesori Umum,1,45000,45000,32000,32000,13000,28.89,Normal
2023-06-10,21,Set Sendok Garpu Emas,Perlengkapan Rumah,1,15000,15000,10000,10000,5000,33.33,Normal
2023-06-10,7,Setrika Mini,Alat Rumah Tangga,1,50000,50000,36000,36000,14000,28.0,Normal
2023-06-10,19,Magic Com Mini,Alat Rumah Tangga,1,130000,130000,92000,92000,38000,29.23,Normal
2023-06-10,46,Earphone In-Ear,Elektronik,1,25000,25000,17000,17000,8000,32.0,Normal
2023-06-10,72,Kabel HDMI 1.5m,Elektronik,1,25000,25000,18000,18000,7000,28.0,Normal
2023-06-10,89,Hand Sanitizer 60ml,Kesehatan,2,10000,20000,7000,14000,6000,30.0,Normal
2023-06-11,15,Meja Lipat Mini,Furniture Ringan,1,85000,85000,66000,66000,19000,22.35,Normal
2023-06-11,19,Magic Com Mini,Alat Rumah Tangga,1,130000,130000,98000,98000,32000,24.62,Normal
2023-06-11,50,Router WiFi Portabel,Elektronik,1,160000,160000,125000,125000,35000,21.88,Normal
2023-06-11,57,Kipas Angin Meja,Elektronik,1,60000,60000,46000,46000,14000,23.33,Normal
2023-06-11,38,Kasur Lipat Camping,Outdoor & Travel,1,140000,140000,108000,108000,32000,22.86,Normal
2023-06-11,103,Kotak Obat Plastik,Home & Living,1,18000,18000,13000,13000,5000,27.78,Normal
2023-06-11,90,Masker Medis 50pcs,Kesehatan,1,25000,25000,19000,19000,6000,24.0,Normal
2023-06-11,62,Gelas Minum Plastik,Perlengkapan Rumah,2,8000,16000,6000,12000,4000,25.0,Normal
2023-06-12,48,Power Bank 10000mAh,Elektronik,1,90000,90000,69000,69000,21000,23.33,Normal
2023-06-12,71,Kipas Angin Kecil,Elektronik,3,20000,60000,15000,45000,15000,25.0,Normal
2023-06-12,24,Payung Lipat Transparan,Aksesori Umum,1,25000,25000,17000,17000,8000,32.0,Normal
2023-06-12,116,Kabel Data USB A to C,Aksesori Umum,3,15000,45000,11000,33000,12000,26.67,Normal
2023-06-12,16,Kursi Lipat Ringan,Furniture Ringan,1,70000,70000,49000,49000,21000,30.0,Normal
2023-06-12,92,Oximeter,Kesehatan,1,130000,130000,102000,102000,28000,21.54,Normal
2023-06-12,85,Lotion Tubuh,Kecantikan & Perawatan,1,30000,30000,22000,22000,8000,26.67,Normal
2023-06-13,61,Piring Plastik Set 10pcs,Perlengkapan Rumah,2,25000,50000,19000,38000,12000,24.0,Normal
2023-06-13,13,Tempat Makan Plastik,Perlengkapan Rumah,5,10000,50000,7000,35000,15000,30.0,Normal
2023-06-13,43,Mouse Wireless,Elektronik,1,30000,30000,22000,22000,8000,26.67,Normal
2023-06-13,55,Payung Golf Besar,Aksesori Umum,1,30000,30000,23000,23000,7000,23.33,Normal
2023-06-13,115,USB Flashdisk 32GB,Aksesori Umum,1,50000,50000,38000,38000,12000,24.0,Normal
2023-06-13,62,Gelas Minum Plastik,Perlengkapan Rumah,8,8000,64000,6000,48000,16000,25.0,Normal
2023-06-13,57,Kipas Angin Meja,Elektronik,1,60000,60000,47000,47000,13000,21.67,Normal
2023-06-13,26,Jam Alarm Meja,Elektronik,2,18000,36000,13000,26000,10000,27.78,Normal
2023-06-13,63,Benih Cabe Djitu,Perlengkapan Rumah,1,130000,130000,96000,96000,34000,26.15,Normal
2023-06-14,110,Dompet Mini Wanita,Aksesori Umum,2,25000,50000,18000,36000,14000,28.0,Normal
2023-06-14,42,Kabel Data USB Type-C,Elektronik,4,12000,48000,9000,36000,12000,25.0,Normal
2023-06-14,63,Benih Cabe Djitu,Perlengkapan Rumah,1,130000,130000,102000,102000,28000,21.54,Normal
2023-06-15,69,Mini Fan USB,Elektronik,2,25000,50000,19000,38000,12000,24.0,Normal
2023-06-15,11,Wajan Penggorengan,Alat Rumah Tangga,1,40000,40000,29000,29000,11000,27.5,Normal
2023-06-15,28,Sikat Lantai Otomatis,Alat Rumah Tangga,1,40000,40000,28000,28000,12000,30.0,Normal
2023-06-15,14,Jam Dinding Digital,Elektronik,1,30000,30000,23000,23000,7000,23.33,Normal
2023-06-15,16,Kursi Lipat Ringan,Furniture Ringan,1,70000,70000,49000,49000,21000,30.0,Normal
2023-06-15,55,Payung Golf Besar,Aksesori Umum,1,30000,30000,23000,23000,7000,23.33,Normal
2023-06-15,76,Kotak Penyimpanan Plastik,Hanger & Penyimpanan,1,30000,30000,23000,23000,7000,23.33,Normal
2023-06-15,81,Shampoo Botol,Kecantikan & Perawatan,2,25000,50000,18000,36000,14000,28.0,Normal
2023-06-16,86,Parfum Roll On,Kecantikan & Perawatan,2,15000,30000,11000,22000,8000,26.67,Normal
2023-06-16,116,Kabel Data USB A to C,Aksesori Umum,3,15000,45000,10000,30000,15000,33.33,Normal
2023-06-16,62,Gelas Minum Plastik,Perlengkapan Rumah,6,8000,48000,6000,36000,12000,25.0,Normal
2023-06-16,30,Lap Microfiber,Perlengkapan Rumah,3,15000,45000,11000,33000,12000,26.67,Normal
2023-06-16,35,Topi Baseball,Clothing & Fashion,3,15000,45000,11000,33000,12000,26.67,Normal
2023-06-16,3,Charger USB-C,Elektronik,2,20000,40000,15000,30000,10000,25.0,Normal
2023-06-16,25,Gantungan Kunci Lucu,Aksesori Umum,9,5000,45000,3000,27000,18000,40.0,Normal
2023-06-16,65,Matras Yoga,Edukasi & Hobi,1,45000,45000,35000,35000,10000,22.22,Normal
2023-06-16,102,Suspending Organizer,Hanger & Penyimpanan,2,20000,40000,15000,30000,10000,25.0,Normal
2023-06-17,48,Power Bank 10000mAh,Elektronik,1,90000,90000,68000,68000,22000,24.44,Normal
